Date,SessionId,Hops,Duration,Cost,Status,Input
"August 29, 2024 8:54 AM",ATUid_a2ac476f78e72be58139c3bb4de60b4a,5,14s,KES 1.2500,Success,N/A
"August 29, 2024 8:54 AM",ATUid_0c9a95ab3d24005d8b4b38a231030a60,1,1s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:54 AM",ATUid_731418ebc31a2e8e619b2403a6fb69f2,1,1s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:54 AM",ATUid_1aba5e5bfd8a5adcba7504b0f36919d7,3,25s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:54 AM",ATUid_36ec71de969eaf0683d9ddefd4d9c338,5,60s,KES 1.2500,Success,N/A
"August 29, 2024 8:54 AM",ATUid_48705f7847ffacafa636a2914703823b,5,30s,KES 1.2500,Success,N/A
"August 29, 2024 8:54 AM",ATUid_6f63f8df9e06ef379c7f819436a5d7aa,3,18s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:54 AM",ATUid_581366c524b1e1bd3c6b94e78456780c,5,27s,KES 1.2500,Success,N/A
"August 29, 2024 8:54 AM",ATUid_f6c87fb49ffe954a62264324432550c9,5,7s,KES 1.2500,Success,N/A
"August 29, 2024 8:54 AM",ATUid_16427ae7ed8b8a5418d5dc60b0dbd0a6,5,43s,KES 1.2500,Success,N/A
"August 29, 2024 8:53 AM",ATUid_880d6113dce380603119b8214afd6858,7,122s,KES 1.2500,Success,N/A
"August 29, 2024 8:53 AM",ATUid_424016f5196da5e92a111fb4362d173c,5,17s,KES 1.2500,Success,N/A
"August 29, 2024 8:53 AM",ATUid_d30356e0e14c2f09a38e3fb49e70e46e,5,1s,KES 1.2500,Success,N/A
"August 29, 2024 8:53 AM",ATUid_a720f2d1533b3366632bde0432da9e8a,5,34s,KES 1.2500,Success,N/A
"August 29, 2024 8:53 AM",ATUid_a56722443dc6497bbf3c9aee097a8917,3,1s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:53 AM",ATUid_cb012d79126fd5c01eb6060fff247feb,5,46s,KES 1.2500,Success,N/A
"August 29, 2024 8:53 AM",ATUid_3b0ade43b1c7f11e0f2600a9474a8275,5,34s,KES 1.2500,Success,N/A
"August 29, 2024 8:53 AM",ATUid_607b351aebb2bb833bdd2ef0ba810284,5,1s,KES 1.2500,Success,N/A
"August 29, 2024 8:53 AM",ATUid_28afa5cfe16b1ee4bc505062424cd8cc,5,34s,KES 1.2500,Success,N/A
"August 29, 2024 8:53 AM",ATUid_8606ebe0c8752b384e69070eadf4da0c,3,15s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:53 AM",ATUid_70a1dfd6c9053f25e2ec82e70ccb5951,2,9s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:53 AM",ATUid_3a199d9c1cc4d1784c2ebb1844b2548e,5,33s,KES 1.2500,Success,N/A
"August 29, 2024 8:53 AM",ATUid_9bbe6cba095e47976f1d00ef9fd5dc7a,5,32s,KES 1.2500,Success,N/A
"August 29, 2024 8:53 AM",ATUid_9cab4a5800afd700364b8727cadef606,3,23s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:53 AM",ATUid_06621f5e75d7ebcaa755800a8390f3bc,5,13s,KES 1.2500,Success,N/A
"August 29, 2024 8:53 AM",ATUid_1ed96f95a77e96c001b31744a86a5839,5,17s,KES 1.2500,Success,N/A
"August 29, 2024 8:53 AM",ATUid_3d309520f6ece9d48dd896c2458501bf,5,33s,KES 1.2500,Success,N/A
"August 29, 2024 8:53 AM",ATUid_36fe7a80ce3ae93a64416a60be861347,5,29s,KES 1.2500,Success,N/A
"August 29, 2024 8:53 AM",ATUid_b67d66bd120985312453bfc86eff4466,11,66s,KES 1.2500,Success,N/A
"August 29, 2024 8:53 AM",ATUid_26df0a0038dbe594a2732dd2dae3f9a7,1,1s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:53 AM",ATUid_9e58daca7bcd67d9b39af2d769e98bfe,5,12s,KES 1.2500,Success,N/A
"August 29, 2024 8:53 AM",ATUid_1727de91b0ba8b9721c290630748a514,5,39s,KES 1.2500,Success,N/A
"August 29, 2024 8:53 AM",ATUid_da6c9d2c0c6b9e946cdd5d02ab40fa95,5,13s,KES 1.2500,Success,N/A
"August 29, 2024 8:53 AM",ATUid_ddc498149409417550729bb6549afb0a,3,19s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:53 AM",ATUid_14c0eae875d1843cb72dad4c570c26f4,5,35s,KES 1.2500,Success,N/A
"August 29, 2024 8:53 AM",ATUid_3bb3c3719a13c6447186e0c92adf487a,5,35s,KES 1.2500,Success,N/A
"August 29, 2024 8:53 AM",ATUid_1911816589dc64310a310a82a37db275,5,33s,KES 1.2500,Success,N/A
"August 29, 2024 8:53 AM",ATUid_ab43433acb5b2a30c5cb44047f342239,5,62s,KES 1.2500,Success,N/A
"August 29, 2024 8:53 AM",ATUid_9a30ca8a1ef24bb0293bd3629078107a,3,14s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:53 AM",ATUid_ccda46608cdc2b44ef418c3fe15451ff,3,21s,KES 1.2500,Success,N/A
"August 29, 2024 8:53 AM",ATUid_9e4892be231cfbfc2d9154c5a998f21e,3,1s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:53 AM",ATUid_430301877375a87e67ad0e86c71dddb3,5,28s,KES 1.2500,Success,N/A
"August 29, 2024 8:53 AM",ATUid_5ff17fb4239f8e077eeafef48623601e,1,1s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:53 AM",ATUid_7dc23da08f6628321a86d9478ef92834,3,11s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:53 AM",ATUid_176f2fa3b182371a2016e6935a55e576,5,2s,KES 1.2500,Success,N/A
"August 29, 2024 8:52 AM",ATUid_ff2692f1d2d9fad7152babaee82b3b41,5,34s,KES 1.2500,Success,N/A
"August 29, 2024 8:52 AM",ATUid_04548c13397f15541cb84d0b4efcf5ab,2,1s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:52 AM",ATUid_8d0ae5d245cb788e468bf7a5ada97052,5,8s,KES 1.2500,Success,N/A
"August 29, 2024 8:52 AM",ATUid_94a0956392112306be0704bcf953c787,5,29s,KES 1.2500,Success,N/A
"August 29, 2024 8:52 AM",ATUid_0f9654cf61a1845b4251a998588b11a9,5,35s,KES 1.2500,Success,N/A
"August 29, 2024 8:52 AM",ATUid_6b2da55591c05f24cc00da7a464c3223,3,21s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:52 AM",ATUid_04c709d102ca49c1aaccb5336315eeb8,5,26s,KES 1.2500,Success,N/A
"August 29, 2024 8:52 AM",ATUid_39f942db16f1fc573835c9d1da445c55,5,29s,KES 1.2500,Success,N/A
"August 29, 2024 8:52 AM",ATUid_d6fa7bc3dcf7ddbf17c2bd9e5c8f4c12,5,33s,KES 1.2500,Success,N/A
"August 29, 2024 8:52 AM",ATUid_a8fb75e9237f8b2154d7926e79a79bb1,5,28s,KES 1.2500,Success,N/A
"August 29, 2024 8:52 AM",ATUid_b183f23299d8861fc3081bec3dd3fc3e,5,15s,KES 1.2500,Success,N/A
"August 29, 2024 8:52 AM",ATUid_f3795994f51a7c79e3a2e66d50c568d5,3,1s,KES 1.2500,Success,N/A
"August 29, 2024 8:52 AM",ATUid_ba54140c8b8b29f66bf25b7ffab4260d,5,68s,KES 1.2500,Success,N/A
"August 29, 2024 8:52 AM",ATUid_f98a2b92b934cf5ced007adecf7104a1,3,17s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:52 AM",ATUid_f7076935d9f6ac57334bea4d9d75531b,7,78s,KES 1.2500,Success,N/A
"August 29, 2024 8:52 AM",ATUid_d986905202794258c9084470fbf57895,5,13s,KES 1.2500,Success,N/A
"August 29, 2024 8:52 AM",ATUid_2039922c10e592199b09581771eb9b87,5,30s,KES 1.2500,Success,N/A
"August 29, 2024 8:52 AM",ATUid_9518121568b4377d70e69ef7c04bf5b7,5,18s,KES 1.2500,Success,N/A
"August 29, 2024 8:52 AM",ATUid_04ef8150294d7206874701be3e7e09c8,5,26s,KES 1.2500,Success,N/A
"August 29, 2024 8:52 AM",ATUid_19d48be473dc6b77f78edd7d6b1e63e3,3,30s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:52 AM",ATUid_cd6d02ddd6c9c7f342dd57f1ad161661,5,73s,KES 1.2500,Success,N/A
"August 29, 2024 8:52 AM",ATUid_f291b8ca14a766b56ffb1e01d1a17715,5,40s,KES 1.2500,Success,N/A
"August 29, 2024 8:52 AM",ATUid_8707c1d34305e4e5e110521c9fc7e08f,5,48s,KES 1.2500,Success,N/A
"August 29, 2024 8:52 AM",ATUid_8a923a54350376d9bda55d9cb5bde999,3,1s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:52 AM",ATUid_812a60e33052236789985e16b4509f9c,3,53s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:52 AM",ATUid_294fece333185e2836351b0584feb83a,2,1s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:52 AM",ATUid_9ba8dc1ab66f8ac909c7cf1967d03b13,1,1s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:52 AM",ATUid_2976f65953fc16e14e59a67dd6b032e2,5,53s,KES 1.2500,Success,N/A
"August 29, 2024 8:52 AM",ATUid_c296eb736aef6247af4f4e01957fd0ed,5,34s,KES 1.2500,Success,N/A
"August 29, 2024 8:52 AM",ATUid_730a815b081c4316c05981b49262dfc2,7,54s,KES 1.2500,Success,N/A
"August 29, 2024 8:52 AM",ATUid_8c4cc0c461bf685cea4333f145519eb1,3,14s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:52 AM",ATUid_68f6beb285b7c75647304df808249efc,5,43s,KES 1.2500,Success,N/A
"August 29, 2024 8:52 AM",ATUid_7cfdb6a041c23c7fa621bac483598884,5,26s,KES 1.2500,Success,N/A
"August 29, 2024 8:52 AM",ATUid_9e7e145800ed83c1ee593baafc15ff70,3,17s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:52 AM",ATUid_3a8fe1c0c49e49f7838baac6b295ee78,5,22s,KES 1.2500,Success,N/A
"August 29, 2024 8:52 AM",ATUid_72a69d8fe86a3f1e07c71f20fe868db1,5,21s,KES 1.2500,Success,N/A
"August 29, 2024 8:52 AM",ATUid_6ea88d1198c09821e607678e53dcfe92,5,52s,KES 1.2500,Success,N/A
"August 29, 2024 8:52 AM",ATUid_a397eb8dc0124124e5154035dbe12b0e,3,34s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:52 AM",ATUid_34995e3d3fcee32cfad66052242b5729,5,34s,KES 1.2500,Success,N/A
"August 29, 2024 8:52 AM",ATUid_0cccd5c307e6fcc56d6b65b77ff2d1d0,5,6s,KES 1.2500,Success,N/A
"August 29, 2024 8:52 AM",ATUid_f9ffe54661142c24f38f171292c707d3,5,73s,KES 1.2500,Success,N/A
"August 29, 2024 8:52 AM",ATUid_81f6e171c6ed0c0da7251cc1fc773f7d,5,15s,KES 1.2500,Success,N/A
"August 29, 2024 8:51 AM",ATUid_66ad065215975c6fdcc7f3b7dfebb5c8,3,11s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:51 AM",ATUid_f90aa25799e90dd64e43628c04f299d8,5,58s,KES 1.2500,Success,N/A
"August 29, 2024 8:51 AM",ATUid_1028e19f21de75e9225639ce8afe908c,5,14s,KES 1.2500,Success,N/A
"August 29, 2024 8:51 AM",ATUid_5134ad27dc96d7b79f28045afe1fbf01,7,81s,KES 1.2500,Success,N/A
"August 29, 2024 8:51 AM",ATUid_79d5bc8542c9cff55825c4527d614794,5,7s,KES 1.2500,Success,N/A
"August 29, 2024 8:51 AM",ATUid_241e8cfb5bd9e12f6d2d08843667b88e,5,11s,KES 1.2500,Success,N/A
"August 29, 2024 8:51 AM",ATUid_2dd859bd36cdb3762d291f95383ce5a4,5,4s,KES 1.2500,Success,N/A
"August 29, 2024 8:51 AM",ATUid_07db993fccbd46dd9ee12022722cf226,5,18s,KES 1.2500,Success,N/A
"August 29, 2024 8:51 AM",ATUid_dde2d107762547a6bc621088a0572cc3,7,102s,KES 1.2500,Success,N/A
"August 29, 2024 8:51 AM",ATUid_9489063e477d809001fee1f62fa4efb4,5,24s,KES 1.2500,Success,N/A
"August 29, 2024 8:51 AM",ATUid_642e55b76cf5bcd14706b6c96b792d59,5,23s,KES 1.2500,Success,N/A
"August 29, 2024 8:51 AM",ATUid_f732893a2583b083c6458fb8e9a53bff,3,26s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:51 AM",ATUid_1192e5840cc3d0077dbfa8190dd6f379,5,57s,KES 1.2500,Success,N/A
"August 29, 2024 8:51 AM",ATUid_7e78ff5307f2216fa0c032b6ad8cd5fa,3,24s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:51 AM",ATUid_e7af5a161bfc37e0f1edf6b730a15a38,5,32s,KES 1.2500,Success,N/A
"August 29, 2024 8:51 AM",ATUid_4765aa79c0e1164b21bd160516a28d54,3,1s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:51 AM",ATUid_2fc4c6576f751ca23e0d921f2f5b1914,3,30s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:51 AM",ATUid_27d680d4765fb41f32dd703637624a4e,3,16s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:51 AM",ATUid_8e676011e1bc542283bf5df9c3d55bde,5,43s,KES 1.2500,Success,N/A
"August 29, 2024 8:51 AM",ATUid_f514719601852e1fb8325194362a27d7,2,1s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:51 AM",ATUid_69616dca0774480c5011c45957c3e780,7,8s,KES 1.2500,Success,N/A
"August 29, 2024 8:51 AM",ATUid_57f4a42a4836cbb5db9be1513387fb1c,5,33s,KES 1.2500,Success,N/A
"August 29, 2024 8:51 AM",ATUid_1b05054e58938d57089cf578eab6e4f6,5,36s,KES 1.2500,Success,N/A
"August 29, 2024 8:51 AM",ATUid_3dcb44274b79dd2a1ef6ca3d7f8d5b26,5,42s,KES 1.2500,Success,N/A
"August 29, 2024 8:51 AM",ATUid_86e1c1b6b59102ae4d461741c9d34761,5,33s,KES 1.2500,Success,N/A
"August 29, 2024 8:51 AM",ATUid_7f1614a959fca5574f1ede33eed5e37b,2,8s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:51 AM",ATUid_fed217f00d87183803b2010c6d602f33,5,18s,KES 1.2500,Success,N/A
"August 29, 2024 8:51 AM",ATUid_dbb4e234b9260244c12a9b08272bb672,5,1s,KES 1.2500,Success,N/A
"August 29, 2024 8:51 AM",ATUid_bedcbea14e3e381be3bd99f4233ae4b3,5,60s,KES 1.2500,Success,N/A
"August 29, 2024 8:51 AM",ATUid_04c2644a345c14900aedd2734872897e,5,2s,KES 1.2500,Success,N/A
"August 29, 2024 8:51 AM",ATUid_ef9e3424c39b2c6703313d9d72fde37a,3,31s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:51 AM",ATUid_3a69c666aae8167c10a1b6547aad8dac,5,23s,KES 1.2500,Success,N/A
"August 29, 2024 8:51 AM",ATUid_ad2bb42e86e52617a0e0f213389b433e,5,23s,KES 1.2500,Success,N/A
"August 29, 2024 8:51 AM",ATUid_1d56258846074e52d379da7f2a0daee9,4,33s,KES 1.2500,Success,N/A
"August 29, 2024 8:51 AM",ATUid_1bb59a1380cfb37fa09c6324753b412e,5,43s,KES 1.2500,Success,N/A
"August 29, 2024 8:51 AM",ATUid_0070c8299015d1a0428af928f63d435c,5,23s,KES 1.2500,Success,N/A
"August 29, 2024 8:51 AM",ATUid_28d0096586d0e3a6629294490edfdf74,5,12s,KES 1.2500,Success,N/A
"August 29, 2024 8:51 AM",ATUid_5d532713c54b013e91c92667d2d88f2d,3,23s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:50 AM",ATUid_f8aa57cc74a047d58e2f52b70b5c7043,5,37s,KES 1.2500,Success,N/A
"August 29, 2024 8:50 AM",ATUid_ed8ed99a2df04db737e368bd32e85a72,5,29s,KES 1.2500,Success,N/A
"August 29, 2024 8:50 AM",ATUid_5bdab4dfd2181c190d24844711afd169,5,48s,KES 1.2500,Success,N/A
"August 29, 2024 8:50 AM",ATUid_09215c2fcb313d0b17eb9fa5a02da09c,5,42s,KES 1.2500,Success,N/A
"August 29, 2024 8:50 AM",ATUid_c8644f45c471df6bf03d4b0ac5cf4ef7,3,15s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:50 AM",ATUid_008aaf1eeb5023aa5bbd29980d342f99,3,39s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:50 AM",ATUid_e2191fca02cd376cccc1e2b1e6e19758,5,2s,KES 1.2500,Success,N/A
"August 29, 2024 8:50 AM",ATUid_055eadbb0e60265b712cec4be9161584,5,25s,KES 1.2500,Success,N/A
"August 29, 2024 8:50 AM",ATUid_2a9821c9ff399631892aa3dd5e3e3885,3,27s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:50 AM",ATUid_6a06537dee14ef5de3ed69b06a813268,3,18s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:50 AM",ATUid_f63ff5733e13cc9ac6d076ea5c9f22ba,3,11s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:50 AM",ATUid_94e91cb8c446032e210cec52d7bce1a2,5,26s,KES 1.2500,Success,N/A
"August 29, 2024 8:50 AM",ATUid_147a9fc367ac216d5331cfda9cbb59aa,5,5s,KES 1.2500,Success,N/A
"August 29, 2024 8:50 AM",ATUid_12c9eba13d68f885ad3198f7d581481f,3,1s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:50 AM",ATUid_693a50c8c2db3b2fa6c11e03e6937541,6,41s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:50 AM",ATUid_0d1362670c80648a01f5c2529ef2f08f,3,1s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:50 AM",ATUid_27237b27e4416df048f239e3aaa88914,5,36s,KES 1.2500,Success,N/A
"August 29, 2024 8:50 AM",ATUid_628870eda95b55a3d18023436fad3441,5,46s,KES 1.2500,Success,N/A
"August 29, 2024 8:50 AM",ATUid_38e89a9ea66f38278e5838e6ca292076,5,2s,KES 1.2500,Success,N/A
"August 29, 2024 8:50 AM",ATUid_f26614cb8a6efcc2f8094e8091936a0e,3,12s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:50 AM",ATUid_b2daba2b084a88093cd1de7a1cd2b820,5,13s,KES 1.2500,Success,N/A
"August 29, 2024 8:50 AM",ATUid_519f28cfb0c1607fb216c0edac86ad51,5,22s,KES 1.2500,Success,N/A
"August 29, 2024 8:50 AM",ATUid_d57f831fb45050f8db33779ea50f8f84,5,10s,KES 1.2500,Success,N/A
"August 29, 2024 8:50 AM",ATUid_af284b10819d6e31ae04e6b160faaa67,3,25s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:50 AM",ATUid_8d9742143fc7d122bdc1a10afd8f9483,7,6s,KES 1.2500,Success,N/A
"August 29, 2024 8:50 AM",ATUid_5f75de4f1fd202358373ca71c215effb,3,20s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:50 AM",ATUid_575e00cf304c4a07668ebbd4bb796cde,5,7s,KES 1.2500,Success,N/A
"August 29, 2024 8:50 AM",ATUid_431361641d4f1be8190e9dbba581a7fa,3,25s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:50 AM",ATUid_8d50a36e05344a3b348c80f7594e41b1,4,30s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:50 AM",ATUid_afb478a7c034b86f43e03a42f01ed6b6,5,76s,KES 1.2500,Success,N/A
"August 29, 2024 8:50 AM",ATUid_a93ffd6a39a747a62b588c1e40942603,3,1s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:50 AM",ATUid_51020babf14096a728ad2357ba2e1cb1,5,30s,KES 1.2500,Success,N/A
"August 29, 2024 8:50 AM",ATUid_45f2a0655185fce398f44a7a624b5b9e,5,11s,KES 1.2500,Success,N/A
"August 29, 2024 8:50 AM",ATUid_6b52ad97ebb04cec3896f818d38177da,3,11s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:50 AM",ATUid_8eab9384d78942f3be2ab98033e60f85,5,40s,KES 1.2500,Success,N/A
"August 29, 2024 8:50 AM",ATUid_02ac86d049029869863b79f48ad26c39,5,34s,KES 1.2500,Success,N/A
"August 29, 2024 8:50 AM",ATUid_bb99d432c302972d08c96ee9469b263f,5,7s,KES 1.2500,Success,N/A
"August 29, 2024 8:50 AM",ATUid_290b9e25829b4287136ba35e1ba52106,1,1s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:50 AM",ATUid_64828cf3c0fed0bbf122bede17306301,5,39s,KES 1.2500,Success,N/A
"August 29, 2024 8:50 AM",ATUid_4f266ef34684e15115e605a7c17dff16,5,49s,KES 1.2500,Success,N/A
"August 29, 2024 8:50 AM",ATUid_fb8d791a8d613ec189c749fa073bf73d,5,34s,KES 1.2500,Success,N/A
"August 29, 2024 8:50 AM",ATUid_1c7ace23ec1c217e47cc1954dc8be751,3,14s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:50 AM",ATUid_f7439916323ee88018fa991bb8089fee,5,57s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:50 AM",ATUid_c5a6f87b52c4bea14097e52e7b05b6f6,5,28s,KES 1.2500,Success,N/A
"August 29, 2024 8:50 AM",ATUid_daf05b8e3c48f0e6f727678a169a0184,5,31s,KES 1.2500,Success,N/A
"August 29, 2024 8:50 AM",ATUid_5e7d1e002484cfe8ea97128572a2e0c2,2,7s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:50 AM",ATUid_d884a7d5462330d0b07670997380ed6f,2,1s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:50 AM",ATUid_dc65426e5374fc66a93077129b59fe7b,5,2s,KES 1.2500,Success,N/A
"August 29, 2024 8:50 AM",ATUid_47cdad4d37fcecdcc9b1381d6070401f,5,31s,KES 1.2500,Success,N/A
"August 29, 2024 8:49 AM",ATUid_8e4187538da75e26e61565cd3e80a170,5,29s,KES 1.2500,Success,N/A
"August 29, 2024 8:49 AM",ATUid_245d7eee1f9521a9ef3c286f794ebf70,5,48s,KES 1.2500,Success,N/A
"August 29, 2024 8:49 AM",ATUid_cd177f8074770a4df1bfaa98882023a3,3,27s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:49 AM",ATUid_531b917d7c97c5a1cc4ad6d8f24d0efa,3,39s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:49 AM",ATUid_ae7c03c35cee2183be09d7ca82538eb0,5,56s,KES 1.2500,Success,N/A
"August 29, 2024 8:49 AM",ATUid_b93f96384bd99e6f63d0f7f07b1855a0,5,59s,KES 1.2500,Success,N/A
"August 29, 2024 8:49 AM",ATUid_d7270033df4c84639fcc3e88e4c9ba8c,5,5s,KES 1.2500,Success,N/A
"August 29, 2024 8:49 AM",ATUid_5eb859333ad08ac80de1348705f2db8d,3,21s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:49 AM",ATUid_b785f8632282c5fc6fd36772b08f3cd7,3,1s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:49 AM",ATUid_0443972ebda152f86d4fa1ebba6b83ee,5,47s,KES 1.2500,Success,N/A
"August 29, 2024 8:49 AM",ATUid_dccaca8029518c520b806d447c7182a4,3,16s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:49 AM",ATUid_6a0c93d23bb36b5ca55adc34d22265d6,5,36s,KES 1.2500,Success,N/A
"August 29, 2024 8:49 AM",ATUid_249eb562bc7dd4db82f8e0ec755ddbc2,3,17s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:49 AM",ATUid_fff7d345bcbc553ddb1db408f2aac611,5,70s,KES 1.2500,Success,N/A
"August 29, 2024 8:49 AM",ATUid_af681072af69004715be633bf693f972,5,34s,KES 1.2500,Success,N/A
"August 29, 2024 8:49 AM",ATUid_4456833237bef8a2492e1441b953f296,5,39s,KES 1.2500,Success,N/A
"August 29, 2024 8:49 AM",ATUid_499f1a21e8e11ab51f529fb52d981480,5,42s,KES 1.2500,Success,N/A
"August 29, 2024 8:49 AM",ATUid_da69a28629099f1abc962bc6a082c5b6,3,14s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:49 AM",ATUid_51037b7579d6a5ee56ed37df1d4a7979,5,1s,KES 1.2500,Success,N/A
"August 29, 2024 8:49 AM",ATUid_0517d22fb80024f16d283a94faa7a033,2,1s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:49 AM",ATUid_9fea7dc00bc79a3c58cca5dbeaadd5d0,5,29s,KES 1.2500,Success,N/A
"August 29, 2024 8:49 AM",ATUid_777b7c8eb3a474b651682e82d9bf767d,3,27s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:49 AM",ATUid_5be6aa98467ee51e02cade93d50edc75,5,29s,KES 1.2500,Success,N/A
"August 29, 2024 8:49 AM",ATUid_da60199918cce23029cf19a71f47c768,2,7s,KES 1.2500,Success,N/A
"August 29, 2024 8:49 AM",ATUid_9e9c48dbc29b9d63454db4abc57b0a95,5,42s,KES 1.2500,Success,N/A
"August 29, 2024 8:49 AM",ATUid_b8001a4bd3eaddac2a2e5bc80efbedb9,5,33s,KES 1.2500,Success,N/A
"August 29, 2024 8:49 AM",ATUid_49ea640d8bbc3d5fb30ee8e9ba39606b,5,30s,KES 1.2500,Success,N/A
"August 29, 2024 8:49 AM",ATUid_d502367a099b377efe46b8ee89870217,5,34s,KES 1.2500,Success,N/A
"August 29, 2024 8:49 AM",ATUid_2d92a83a90be562da102bf38afb17cf9,1,1s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:49 AM",ATUid_20b33cbc39a4917c310f0001590becb2,5,48s,KES 1.2500,Success,N/A
"August 29, 2024 8:49 AM",ATUid_0c1614407beec4e5de88e13b604ce608,3,18s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:49 AM",ATUid_eaefbd7f4046b9b9df2c75e5884947cb,3,1s,KES 1.2500,Success,N/A
"August 29, 2024 8:49 AM",ATUid_5c21e46f782c7efd902e5075eeb675d6,3,1s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:49 AM",ATUid_9dcc1fac89e06d341bb47d721cb874c9,5,26s,KES 1.2500,Success,N/A
"August 29, 2024 8:49 AM",ATUid_f2c7302967a68a53268109ada3f3d595,4,20s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:49 AM",ATUid_e7ae20584942d9648930db3dfb9571d9,20,6s,KES 1.2500,Success,N/A
"August 29, 2024 8:49 AM",ATUid_f3a22ef90d927cd32298b83a3cc4db58,1,1s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:49 AM",ATUid_887a57acffde3fb1c6d4620152d16e14,3,23s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:49 AM",ATUid_3d84785f98a9d1ed54967d4be76e7dfc,5,47s,KES 1.2500,Success,N/A
"August 29, 2024 8:49 AM",ATUid_6794659e1a60a421bb81a164e6acbc50,7,1s,KES 1.2500,Success,N/A
"August 29, 2024 8:49 AM",ATUid_b6ba951ee9b61f6c098b2577d731d1cc,1,1s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:48 AM",ATUid_27a1866fadb1cc7cbb9f6cff7c8473e2,3,1s,KES 1.2500,Incomplete,N/A
"August 29, 2024 8:48 AM",ATUid_47d86c05c904fcdb72e73d910e9dc4c4,4,44s,KES 1.2500,Success,N/A
"August 29, 2024 8:48 AM",ATUid_c41008ed7843c7b27edb6258f1b51d8b,3,15s,KES 1.2500,Incomplete,N/A
